beneficiario,EJERCICIO,programa,componente,unidad_administrativa,cve_entidad,entidad,monto_federal_aportado,tipo_cobertura,nom_abr,rnpa,unidadeconmica,tipo_ue,tipopersona_ue,representantelegal_ue,tipoempresa_ue,estado_ue,cve_ent_ue,municipio,cve_mun,localidad_ue,cve_loc,cve_inegi,ambito_ue,latitud_ue,longitud_ue,altitud_ue,lat_dec_ue,lon_dec_ue,iniciooper,fechaderegistroactualizacion_ue,RNPA_disponible,zona,clasificacion_cn
SCPPA PESCADORES DE SAN MIGUEL SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,153089.3,ESTATAL,NAY,1805001060,SCPPA PESC DE SAN MIGUEL SC DE RL DE CV,CAPTURA,MORAL,JUAN JOSE PEREZ RAMOS,COOPERATIVA,NAYARIT,18,ROSAMORADA,10,SAN MIGUEL,53,180100053,R,220959,1050242,157,22.166389,-105.045,10/8/1994,31/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES DE SAN MIGUEL SC DE RL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,125421.6,ESTATAL,NAY,1805001060,SCPPA PESC DE SAN MIGUEL SC DE RL DE CV,CAPTURA,MORAL,JUAN JOSE PEREZ RAMOS,COOPERATIVA,NAYARIT,18,ROSAMORADA,10,SAN MIGUEL,53,180100053,R,220959,1050242,157,22.166389,-105.045,10/8/1994,31/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES DE SAN MIGUEL SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,193592,ESTATAL,NAY,1805001060,SCPPA PESC DE SAN MIGUEL SC DE RL DE CV,CAPTURA,MORAL,JUAN JOSE PEREZ RAMOS,COOPERATIVA,NAYARIT,18,ROSAMORADA,10,SAN MIGUEL,53,180100053,R,220959,1050242,157,22.166389,-105.045,10/8/1994,31/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES DE SAN MIGUEL SC DE RL DE CV,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,144430,ESTATAL,NAY,1805001060,SCPPA PESC DE SAN MIGUEL SC DE RL DE CV,CAPTURA,MORAL,JUAN JOSE PEREZ RAMOS,COOPERATIVA,NAYARIT,18,ROSAMORADA,10,SAN MIGUEL,53,180100053,R,220959,1050242,157,22.166389,-105.045,10/8/1994,31/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES UNIDOS DE CORRIENTES SC DE RL DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,178666,ESTATAL,NAY,1805000682,SCPPA PESC UNIDOS DE CORRIENTES SC DE RL DE CV,CAPTURA,MORAL,NORBERTO VILLARREAL,COOPERATIVA,NAYARIT,18,TUXPAN,18,UNION DE CORRIENTES,18,180180018,R,215836.659,1052549.738,2,21.97685,-105.430483,13/09/1990,9/3/2017,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES UNIDOS DE CORRIENTES SC DE RL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,88124,ESTATAL,NAY,1805000682,SCPPA PESC UNIDOS DE CORRIENTES SC DE RL DE CV,CAPTURA,MORAL,NORBERTO VILLARREAL,COOPERATIVA,NAYARIT,18,TUXPAN,18,UNION DE CORRIENTES,18,180180018,R,215836.659,1052549.738,2,21.97685,-105.430483,13/09/1990,9/3/2017,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES UNIDOS DE CORRIENTES SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,193592,ESTATAL,NAY,1805000682,SCPPA PESC UNIDOS DE CORRIENTES SC DE RL DE CV,CAPTURA,MORAL,NORBERTO VILLARREAL,COOPERATIVA,NAYARIT,18,TUXPAN,18,UNION DE CORRIENTES,18,180180018,R,215836.659,1052549.738,2,21.97685,-105.430483,13/09/1990,9/3/2017,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES UNIDOS DE CORRIENTES SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,153089.3,ESTATAL,NAY,1805000682,SCPPA PESC UNIDOS DE CORRIENTES SC DE RL DE CV,CAPTURA,MORAL,NORBERTO VILLARREAL,COOPERATIVA,NAYARIT,18,TUXPAN,18,UNION DE CORRIENTES,18,180180018,R,215836.659,1052549.738,2,21.97685,-105.430483,13/09/1990,9/3/2017,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PESCADORES UNIDOS DE SANTA CRUZ SC DE RL DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,178666,ESTATAL,NAY,1805000682,SCPPA PESC UNIDOS DE CORRIENTES SC DE RL DE CV,CAPTURA,MORAL,NORBERTO VILLARREAL,COOPERATIVA,NAYARIT,18,TUXPAN,18,UNION DE CORRIENTES,18,180180018,R,215836.659,1052549.738,2,21.97685,-105.430483,13/09/1990,9/3/2017,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PUERTA DE PALAPARES SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,193592,ESTATAL,NAY,1805001029,SCPPA PUERTA DE PALAPARES SC DE RL DE CV,CAPTURA,MORAL,JOSE MARIO DIAZ GARCIA,COOPERATIVA,NAYARIT,18,SANTIAGO IXCUINTLA,15,PUERTA DE PALAPARES,57,180150057,R,220617.117,1053747.74,0,22.104755,-105.629928,10/8/1994,9/6/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PUERTA DE PALAPARES SC DE RL DE CV,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,139958,ESTATAL,NAY,1805001029,SCPPA PUERTA DE PALAPARES SC DE RL DE CV,CAPTURA,MORAL,JOSE MARIO DIAZ GARCIA,COOPERATIVA,NAYARIT,18,SANTIAGO IXCUINTLA,15,PUERTA DE PALAPARES,57,180150057,R,220617.117,1053747.74,0,22.104755,-105.629928,10/8/1994,9/6/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PUERTA DE PALAPARES SC DE RL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,125421.6,ESTATAL,NAY,1805001029,SCPPA PUERTA DE PALAPARES SC DE RL DE CV,CAPTURA,MORAL,JOSE MARIO DIAZ GARCIA,COOPERATIVA,NAYARIT,18,SANTIAGO IXCUINTLA,15,PUERTA DE PALAPARES,57,180150057,R,220617.117,1053747.74,0,22.104755,-105.629928,10/8/1994,9/6/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA PUERTA DE PALAPARES SC DE RL DE CV,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,144430,ESTATAL,NAY,1805001029,SCPPA PUERTA DE PALAPARES SC DE RL DE CV,CAPTURA,MORAL,JOSE MARIO DIAZ GARCIA,COOPERATIVA,NAYARIT,18,SANTIAGO IXCUINTLA,15,PUERTA DE PALAPARES,57,180150057,R,220617.117,1053747.74,0,22.104755,-105.629928,10/8/1994,9/6/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA UNION DE PESCADORES INDIGENAS DE AGUAMILPA SC DE RL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,78640,ESTATAL,NAY,1804001228,SCPPA UNION DE PESC INDIGENAS DE AGUAMILPA SC DE RL CV,CAPTURA,MORAL,NO DISPONIBLE,COOPERATIVA,NO DISPONIBLE,18,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,18/08/2011,18/08/11,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA UNION DE PESCADORES INDIGENAS DE AGUAMILPA SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,96796,ESTATAL,NAY,1804001228,SCPPA UNION DE PESC INDIGENAS DE AGUAMILPA SC DE RL CV,CAPTURA,MORAL,NO DISPONIBLE,COOPERATIVA,NO DISPONIBLE,18,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,18/08/2011,18/08/11,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA UNION DE PESCADORES INDIGENAS DE AGUAMILPA SC DE RL DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,72000,ESTATAL,NAY,1804001228,SCPPA UNION DE PESC INDIGENAS DE AGUAMILPA SC DE RL CV,CAPTURA,MORAL,NO DISPONIBLE,COOPERATIVA,NO DISPONIBLE,18,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,18/08/2011,18/08/11,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SCPPA UNION DE PESCADORES INDIGENAS DE AGUAMILPA SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,18,NAYARIT,105840,ESTATAL,NAY,1804001228,SCPPA UNION DE PESC INDIGENAS DE AGUAMILPA SC DE RL CV,CAPTURA,MORAL,NO DISPONIBLE,COOPERATIVA,NO DISPONIBLE,18,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,18/08/2011,18/08/11,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SISTEMA PRODUCTO CAMARON DE ALTAMAR DEL ESTADO DE CAMPECHE AC,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,4,CAMPECHE,1770000,ESTATAL,CAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PESCADORES DE PANGAS RIBERENAS RUBENS SPR DE RL,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,2,BAJA CALIFORNIA,250875,ESTATAL,BC,207001629,SOCDE PESCRIB DE PANGAS RIBERENAS RUBENS SPR DE RL,CAPTURA,MORAL,JESUS MARTIN RUBIO CARRILLO,SOCIEDAD DE PRODUCCIÓN RURAL,BAJA CALIFORNIA,2,MEXICALI,2,SAN FELIPE,284,20020284,U,310122.513,1145020.045,10,31.02292,-114.838901,13/09/2013,24/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA COMUNIDAD INDIGENA SANTIAGO POCHOTITAN SDE SS,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,102672,ESTATAL,NAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,28,TAMAULIPAS,258250,ESTATAL,TAMPS,2808006346,SCPP RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,CAPTURA,MORAL,CESAR MEZA CRISTOBAL,COOPERATIVA,TAMAULIPAS,28,MATAMOROS,22,EL MEZQUITAL,1836,280221836,R,252213.047,972245.726,0,25.370291,-97.379368,18/08/2011,27/04/16,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,28,TAMAULIPAS,258930,ESTATAL,TAMPS,2808006346,SCPP RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,CAPTURA,MORAL,CESAR MEZA CRISTOBAL,COOPERATIVA,TAMAULIPAS,28,MATAMOROS,22,EL MEZQUITAL,1836,280221836,R,252213.047,972245.726,0,25.370291,-97.379368,18/08/2011,27/04/16,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,28,TAMAULIPAS,151807.5,ESTATAL,TAMPS,2808006346,SCPP RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,CAPTURA,MORAL,CESAR MEZA CRISTOBAL,COOPERATIVA,TAMAULIPAS,28,MATAMOROS,22,EL MEZQUITAL,1836,280221836,R,252213.047,972245.726,0,25.370291,-97.379368,18/08/2011,27/04/16,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,28,TAMAULIPAS,156906,ESTATAL,TAMPS,2808006346,SCPP RIBERENA Y ACUACULTURA UNIDOS EN SOLIDARIDAD SC DE RL,CAPTURA,MORAL,CESAR MEZA CRISTOBAL,COOPERATIVA,TAMAULIPAS,28,MATAMOROS,22,EL MEZQUITAL,1836,280221836,R,252213.047,972245.726,0,25.370291,-97.379368,18/08/2011,27/04/16,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION PESQUERA Y TURISTICA LOBINA GRIS SC DE RL DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,13,HIDALGO,27192,ESTATAL,HGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,AGUAS INTERIORES,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION RURAL PUNTA CANOAS SRL DE CV,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,315336,ESTATAL,BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION RURAL PUNTA CANOAS SRL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,370371.76,ESTATAL,BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION RURAL PUNTA CANOAS SRL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,364476,ESTATAL,BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE PRODUCCION RURAL PUNTA CANOAS SRL DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,800100,ESTATAL,BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE SOLIDARIDAD SOCIAL PRODUCCION PESQUERA ALLENDE SSS,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,13,HIDALGO,63448,ESTATAL,HGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,AGUAS INTERIORES,INSPECCIÓN Y VIGILANCIA
SOCIEDAD DE SOLIDARIDAD SOCIAL PRODUCCION PESQUERA ALLENDE SSS,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,13,HIDALGO,152988,ESTATAL,HGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,AGUAS INTERIORES,INSPECCIÓN Y VIGILANCIA
SOCIEDAD MERCANTIL OSCAMAR SA DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,20,OAXACA,412544,ESTATAL,OAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
SOCIEDAD PRODUCCION PESQUERA RIBERENA MEDIANA ALTURA Y SERVICIOS 29 DE JULIO SC DE RL,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,16,MICHOACAN,335100,ESTATAL,MICH,1601001421,PRODUCCION PESQUERA RIBERENA MEDIANA ALTURA Y SERVICIOS 29 DE JULIO SC DE RL,CAPTURA,MORAL,CASTO GARCIA SERNA,COOPERATIVA,MICHOACAN,16,LAZARO CARDENAS,52,CIUDAD LAZARO CARDENAS,1,160520001,U,175744.403,1021152.731,10,17.962334,-102.197981,1/12/1992,14/07/15,Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
SOCIEDAD PRODUCTORA Y DISTRIBUIDORA DE PESCADOS Y MARISCOS MURILLOS SA DE CV,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,302264,ESTATAL,NAY,1802001691,PRODUCTORA Y DISTRIBUIDORA DE PESCADOS Y MARISCOS MURILLOS SA DE CV,CAPTURA,MORAL,NO DISPONIBLE,EMPRESA PRIVADA,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,30/05/1998,NA,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDAD PRODUCTORA Y DISTRIBUIDORA DE PESCADOS Y MARISCOS MURILLOS SA DE CV,2008,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,18,NAYARIT,294300,ESTATAL,NAY,1802001691,PRODUCTORA Y DISTRIBUIDORA DE PESCADOS Y MARISCOS MURILLOS SA DE CV,CAPTURA,MORAL,NO DISPONIBLE,EMPRESA PRIVADA,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,30/05/1998,NA,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
SOCIEDADES COOPERATIVA REDES DEL RIO LERMA SC DE RL,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,14,JALISCO,734300,ESTATAL,JAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
SUR PACIFIC SPR DE RL,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,450302,ESTATAL,BC,203011457,SUR PACIFIC SPR DE RL,CAPTURA,MORAL,JUAN GERARDO ASCENCIO HERMOSILLO,SOCIEDAD DE PRODUCCIÓN RURAL,BAJA CALIFORNIA,2,ENSENADA,1,PUNTA ARENA (CAMPO),498,20014498,R,285755.822,1133247.994,3,28.965506,-113.546665,19/06/2014,18/01/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE ARMADORES DEL ALTO GOLFO AC,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,26,SONORA,1781455,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE ARMADORES DEL ALTO GOLFO AC,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,1760700,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE ARMADORES DEL LITORAL DEL OCEANO PACIFICO AC,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,25,SINALOA,2072099.82,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE ARMADORES DEL LITORAL DEL OCEANO PACIFICO AC,2008,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,25,SINALOA,941760,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE PESCADORES BUZOS DE LA COSTA OCCIDENTAL DE BAJA CALIFORNIA SDE RL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,150718.4,ESTATAL,BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE PESCADORES DE LA SAUCEDA SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,14,JALISCO,153455,ESTATAL,JAL,1404002576,UNION DE PESCADORES LA SAUCEDA SC DE RL DE CV,CAPTURA,MORAL,MARTIN PAREDES ZAMBRANO,COOPERATIVA,JALISCO,14,LAGOS DE MORENO,53,LAGOS DE MORENO,1,140530001,U,212123,1015545,1876,21.356389,-101.929167,24/07/2009,30/07/15,Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
UNION DE PRODUCTORES PESQUEROS DE HUATABAMPO HG SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,2227050,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE PRODUCTORES PESQUEROS DE HUATABAMPO HG SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,26,SONORA,1535040,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE PRODUCTORES PESQUEROS DE HUATABAMPO HG SC DE RL DE CV,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,26,SONORA,1828575,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
UNION DE PRODUCTORES PESQUEROS DEL MUNICIPIO DE MULEGE SC DE RL DE CV,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,3,BAJA CALIFORNIA SUR,1989886.5,ESTATAL,BCS,305008864,UNION DE PRODUCTORES PESQUEROS DEL MUNICIPIO DE MUELGE SC DE RL DE CV,CAPTURA,MORAL,ARMANDO NARANJO RIVERA,COOPERATIVA,BAJA CALIFORNIA SUR,3,MULEGE,2,HEROICA MULEGE,97,30020097,U,265330.517,1115852.815,14,26.89181,-111.981338,24/04/2012,NA,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
